下午 05:21:27-> DCON Error_GET_MODULE_NAME,B[115200],F[N,8,1], C[Disable], Cmd [$80M], Rec []Raw []
下午 05:21:27-> Modbus Timeout_MODULE_NAME, Ret [15], , CmdType [100], Cmd [80 46 00 42 48], Rec []wT = 313
下午 05:26:48-> Modbus OK_CH15_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0F 00 01 01 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:48-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 08 7C BF 11 ]
下午 05:26:48-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:48-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:48-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:48-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:48-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:48-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:48-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:49-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:49-> Modbus OK_CH8_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 08 00 01 B0 08], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:49-> Modbus OK_CH9_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 09 00 01 E1 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:49-> Modbus OK_CH10_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0A 00 01 11 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:49-> Modbus OK_CH11_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0B 00 01 40 08], Rec [01 04 02 00 C6 39 62 ]
下午 05:26:49-> Modbus OK_CH12_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0C 00 01 F1 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:49-> Modbus OK_CH13_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0D 00 01 A0 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:49-> Modbus OK_CH14_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0E 00 01 50 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:49-> Modbus OK_CH15_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0F 00 01 01 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:49-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 08 7C BF 11 ]
下午 05:26:49-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:49-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:49-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:49-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:49-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:49-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:49-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:49-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:49-> Modbus OK_CH8_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 08 00 01 B0 08], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:49-> Modbus OK_CH9_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 09 00 01 E1 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:49-> Modbus OK_CH10_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0A 00 01 11 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:49-> Modbus OK_CH11_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0B 00 01 40 08], Rec [01 04 02 00 C6 39 62 ]
下午 05:26:49-> Modbus OK_CH12_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0C 00 01 F1 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:49-> Modbus OK_CH13_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0D 00 01 A0 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:49-> Modbus OK_CH14_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0E 00 01 50 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:49-> Modbus OK_CH15_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0F 00 01 01 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:50-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 08 82 3E 91 ]
下午 05:26:50-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:50-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:50-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:50-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:50-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:50-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:50-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:50-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:50-> Modbus OK_CH8_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 08 00 01 B0 08], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:50-> Modbus OK_CH9_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 09 00 01 E1 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:50-> Modbus OK_CH10_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0A 00 01 11 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:50-> Modbus OK_CH11_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0B 00 01 40 08], Rec [01 04 02 00 C6 39 62 ]
下午 05:26:50-> Modbus OK_CH12_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0C 00 01 F1 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:50-> Modbus OK_CH13_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0D 00 01 A0 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:50-> Modbus OK_CH14_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0E 00 01 50 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:50-> Modbus OK_CH15_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0F 00 01 01 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:50-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 08 82 3E 91 ]
下午 05:26:50-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:50-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:50-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:51-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:51-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:51-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:51-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:51-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:51-> Modbus OK_CH8_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 08 00 01 B0 08], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:51-> Modbus OK_CH9_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 09 00 01 E1 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:51-> Modbus OK_CH10_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0A 00 01 11 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:51-> Modbus OK_CH11_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0B 00 01 40 08], Rec [01 04 02 00 C6 39 62 ]
下午 05:26:51-> Modbus OK_CH12_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0C 00 01 F1 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:51-> Modbus OK_CH13_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0D 00 01 A0 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:51-> Modbus OK_CH14_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0E 00 01 50 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:51-> Modbus OK_CH15_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0F 00 01 01 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:51-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 08 82 3E 91 ]
下午 05:26:51-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:51-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:51-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:51-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:51-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:51-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:51-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:51-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:51-> Modbus OK_CH8_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 08 00 01 B0 08], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:52-> Modbus OK_CH9_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 09 00 01 E1 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:52-> Modbus OK_CH10_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0A 00 01 11 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:52-> Modbus OK_CH11_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0B 00 01 40 08], Rec [01 04 02 00 C7 F8 A2 ]
下午 05:26:52-> Modbus OK_CH12_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0C 00 01 F1 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:52-> Modbus OK_CH13_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0D 00 01 A0 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:52-> Modbus OK_CH14_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0E 00 01 50 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:52-> Modbus OK_CH15_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0F 00 01 01 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:52-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 08 7C BF 11 ]
下午 05:26:52-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:52-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:52-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:52-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:52-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:52-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:52-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:52-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:52-> Modbus OK_CH8_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 08 00 01 B0 08], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:52-> Modbus OK_CH9_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 09 00 01 E1 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:52-> Modbus OK_CH10_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0A 00 01 11 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:52-> Modbus OK_CH11_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0B 00 01 40 08], Rec [01 04 02 00 C7 F8 A2 ]
下午 05:26:52-> Modbus OK_CH12_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0C 00 01 F1 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:52-> Modbus OK_CH13_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0D 00 01 A0 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:52-> Modbus OK_CH14_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0E 00 01 50 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:52-> Modbus OK_CH15_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0F 00 01 01 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:53-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 08 7C BF 11 ]
下午 05:26:53-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:53-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:53-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:53-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:53-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:53-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:53-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:53-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:53-> Modbus OK_CH8_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 08 00 01 B0 08], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:53-> Modbus OK_CH9_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 09 00 01 E1 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:53-> Modbus OK_CH10_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0A 00 01 11 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:53-> Modbus OK_CH11_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0B 00 01 40 08], Rec [01 04 02 00 C6 39 62 ]
下午 05:26:53-> Modbus OK_CH12_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0C 00 01 F1 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:53-> Modbus OK_CH13_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0D 00 01 A0 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:53-> Modbus OK_CH14_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0E 00 01 50 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:53-> Modbus OK_CH15_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0F 00 01 01 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:53-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 08 7C BF 11 ]
下午 05:26:53-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:53-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:53-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:53-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:53-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:53-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:54-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:54-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:54-> Modbus OK_CH8_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 08 00 01 B0 08], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:54-> Modbus OK_CH9_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 09 00 01 E1 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:54-> Modbus OK_CH10_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0A 00 01 11 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:54-> Modbus OK_CH11_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0B 00 01 40 08], Rec [01 04 02 00 C6 39 62 ]
下午 05:26:54-> Modbus OK_CH12_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0C 00 01 F1 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:54-> Modbus OK_CH13_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0D 00 01 A0 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:54-> Modbus OK_CH14_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0E 00 01 50 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:54-> Modbus OK_CH15_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0F 00 01 01 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:54-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 08 82 3E 91 ]
下午 05:26:54-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:54-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:54-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:54-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:54-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:54-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:54-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:54-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:54-> Modbus OK_CH8_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 08 00 01 B0 08], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:54-> Modbus OK_CH9_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 09 00 01 E1 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:54-> Modbus OK_CH10_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0A 00 01 11 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:54-> Modbus OK_CH11_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0B 00 01 40 08], Rec [01 04 02 00 C7 F8 A2 ]
下午 05:26:54-> Modbus OK_CH12_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0C 00 01 F1 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:55-> Modbus OK_CH13_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0D 00 01 A0 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:55-> Modbus OK_CH14_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0E 00 01 50 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:55-> Modbus OK_CH15_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0F 00 01 01 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:55-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 08 7C BF 11 ]
下午 05:26:55-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:55-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:55-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:55-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:55-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:55-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:55-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:55-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:55-> Modbus OK_CH8_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 08 00 01 B0 08], Rec [01 04 02 7F FF D9 40 ]
下午 05:26:55-> Modbus OK_CH9_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 09 00 01 E1 C8], Rec [01 04 02 7F FF D9 40 ]
